year,zipcode,city,county,installation_zip,trend
2011,91006,arcadia,los angeles,169988,430813.4063
2012,91006,arcadia,los angeles,265653.4063,696466.8125
2007,91007,arcadia,los angeles,13376.19922,13376.19922
2008,91007,arcadia,los angeles,36948.90234,50325.10156
2009,91007,arcadia,los angeles,33927.5,84252.60156
2010,91007,arcadia,los angeles,64531.90234,148784.5
2011,91007,arcadia,los angeles,48014.69922,196799.2031
2012,91007,arcadia,los angeles,182481.9063,379281.125
2009,91008,bradbury,los angeles,28478.40039,28478.40039
2010,91008,bradbury,los angeles,10940.5,39418.89844
2011,91008,bradbury,los angeles,15535.2002,54954.10156
2012,91008,bradbury,los angeles,29304.5,84258.60156
2007,91010,duarte,los angeles,3870.300049,3870.300049
2008,91010,duarte,los angeles,19944,23814.30078
2009,91010,duarte,los angeles,18644.5,42458.80078
2010,91010,duarte,los angeles,17597.09961,60055.89844
2011,91010,duarte,los angeles,14597.09961,74653
2012,91010,duarte,los angeles,25832.30078,100485.2969
2007,91011,la canada flintridge,los angeles,27391.59961,27391.59961
2008,91011,la canada flintridge,los angeles,109285.2969,136676.8906
2009,91011,la canada flintridge,los angeles,192693.4063,329370.3125
2010,91011,la canada flintridge,los angeles,149142.2969,478512.5938
2011,91011,la canada flintridge,los angeles,152065.9063,630578.5
2012,91011,la canada flintridge,los angeles,336624.1875,967202.6875
2007,91016,monrovia,los angeles,5577,5577
2008,91016,monrovia,los angeles,11589.40039,17166.40039
2009,91016,monrovia,los angeles,50927.80078,68094.20313
2010,91016,monrovia,los angeles,81819,149913.2031
2011,91016,monrovia,los angeles,86167.70313,236080.9063
2012,91016,monrovia,los angeles,100435.3984,336516.3125
2008,91020,montrose,los angeles,7717,7717
2009,91020,montrose,los angeles,4510,12227
2010,91020,montrose,,,12227
2011,91020,montrose,los angeles,3636,15863
2012,91020,montrose,los angeles,10774.40039,26637.40039
2007,91024,sierra madre,los angeles,10327.5,10327.5
2008,91024,sierra madre,los angeles,18812.09961,29139.59961
2009,91024,sierra madre,los angeles,84604.5,113744.1016
2010,91024,sierra madre,los angeles,35934.59766,149678.7031
2011,91024,sierra madre,los angeles,37315.80078,186994.5
2012,91024,sierra madre,los angeles,104850.7031,291845.1875
2007,91030,south pasadena,los angeles,24907.40039,24907.40039
2008,91030,south pasadena,los angeles,60796.19922,85703.60156
2009,91030,south pasadena,los angeles,50372,136075.5938
2010,91030,south pasadena,los angeles,87208.89844,223284.5
2011,91030,south pasadena,los angeles,79985.10156,303269.5938
2012,91030,south pasadena,los angeles,87174.29688,390443.9063
2008,91101,pasadena,los angeles,9033.200195,9033.200195
2008,91104,pasadena,los angeles,3280,3280
2009,91104,pasadena,los angeles,13620.5,16900.5
2010,91104,pasadena,los angeles,4198.200195,21098.69922
2011,91104,pasadena,los angeles,4604,25702.69922
2012,91104,pasadena,los angeles,13779.90039,39482.60156
2007,91107,pasadena,los angeles,2202,2202
2008,91107,pasadena,los angeles,16900.59961,19102.59961
2009,91107,pasadena,los angeles,47235.80078,66338.39844
2010,91107,pasadena,los angeles,45778.30078,112116.7031
2011,91107,pasadena,los angeles,59105.60156,171222.2969
2012,91107,pasadena,los angeles,65088.80078,236311.1094
2007,91108,san marino,los angeles,1620.900024,1620.900024
2008,91108,san marino,los angeles,27571.59961,29192.5
2009,91108,san marino,los angeles,54298.69922,83491.19531
2010,91108,san marino,los angeles,91114.39844,174605.5938
2011,91108,san marino,los angeles,71184.79688,245790.3906
2012,91108,san marino,los angeles,111693,357483.4063
2008,91214,la crescenta,los angeles,9857.799805,9857.799805
2009,91214,la crescenta,los angeles,23719,33576.80078
2010,91214,la crescenta,los angeles,50768.60156,84345.39844
2011,91214,la crescenta,los angeles,114432,198777.4063
2012,91214,la crescenta,los angeles,111455.2969,310232.6875
2007,91301,agoura hills,los angeles,50269,50269
2008,91301,agoura hills,los angeles,50710.80078,100979.7969
2009,91301,agoura hills,los angeles,120129.3984,221109.2031
2010,91301,agoura hills,los angeles,256324.9063,477434.0938
2011,91301,agoura hills,los angeles,303739.5938,781173.6875
2012,91301,agoura hills,los angeles,372067.7813,1153241.5
2007,91302,calabasas,los angeles,19742.19922,19742.19922
2008,91302,calabasas,los angeles,35402.10156,55144.30078
2009,91302,calabasas,los angeles,129033.8984,184178.2031
2010,91302,calabasas,los angeles,248040.2031,432218.4063
2011,91302,calabasas,los angeles,289655.5938,721874
2012,91302,calabasas,los angeles,264404.6875,986278.6875
2010,91304,canoga park,los angeles,7920.900391,7920.900391
2011,91304,canoga park,los angeles,8424.399414,16345.2998
2007,91307,west hills,los angeles,4644,4644
2008,91307,west hills,los angeles,20523.59961,25167.59961
2009,91307,west hills,los angeles,23118,48285.60156
2010,91307,west hills,los angeles,76677.20313,124962.8047
2011,91307,west hills,los angeles,28755,153717.7969
2012,91307,west hills,los angeles,56778.80078,210496.6094
2007,91310,castaic,los angeles,2580.199951,2580.199951
2008,91310,castaic,los angeles,16707.59961,19287.79883
2009,91310,castaic,los angeles,20291.80078,39579.60156
2010,91310,castaic,los angeles,6387.200195,45966.80078
2011,91310,castaic,los angeles,4012.799805,49979.60156
2012,91310,castaic,los angeles,9313.199219,59292.80078
2008,91311,chatsworth,los angeles,9639.599609,9639.599609
2009,91311,chatsworth,,,9639.599609
2010,91311,chatsworth,los angeles,31211.09961,40850.69922
2011,91311,chatsworth,los angeles,64497.40234,105348.1016
2012,91311,chatsworth,los angeles,57059.60156,162407.7031
2007,91319,newbury park,ventura,2580.199951,2580.199951
2008,91319,newbury park,ventura,2991.599854,5571.799805
2009,91319,newbury park,ventura,1913,7484.799805
2010,91319,newbury park,ventura,12093.59961,19578.39844
2007,91320,newbury park,ventura,74007.10156,74007.10156
2008,91320,newbury park,ventura,47634.09766,121641.2031
2009,91320,newbury park,ventura,111305,232946.2031
2010,91320,newbury park,ventura,206612.5,439558.6875
2011,91320,newbury park,ventura,290332.5938,729891.3125
2012,91320,newbury park,ventura,339798.3125,1069689.625
2007,91321,newhall,los angeles,5361,5361
2008,91321,newhall,los angeles,42440.19922,47801.19922
2009,91321,newhall,los angeles,92639.60156,140440.7969
2010,91321,newhall,los angeles,56523.40234,196964.2031
2011,91321,newhall,los angeles,190909.3906,387873.5938
2012,91321,newhall,los angeles,249818.2031,637691.8125
2007,91326,thousand oaks,los angeles,4644,4644
2007,91340,san fernando,los angeles,1545,1545
2008,91340,san fernando,,,1545
2009,91340,san fernando,los angeles,3979.799805,5524.799805
2010,91340,san fernando,los angeles,9304.799805,14829.59961
2011,91340,san fernando,los angeles,8030.399902,22860
2012,91340,san fernando,los angeles,36000.60156,58860.60156
2008,91342,sylmar,los angeles,4260.600098,4260.600098
2009,91342,sylmar,los angeles,10904.2998,15164.90039
2010,91342,sylmar,los angeles,16142.40039,31307.30078
2011,91342,sylmar,los angeles,3520,34827.30078
2012,91342,sylmar,los angeles,7714,42541.30078
2007,91350,santa clarita,los angeles,30934.90039,30934.90039
2008,91350,santa clarita,los angeles,48694.10156,79629
2009,91350,santa clarita,los angeles,54466.39844,134095.4063
2010,91350,santa clarita,los angeles,99251.39844,233346.7969
2011,91350,santa clarita,los angeles,265416.5938,498763.4063
2012,91350,santa clarita,los angeles,687009.875,1185773.25
2007,91351,canyon country,los angeles,7372,7372
2008,91351,canyon country,los angeles,32688.19922,40060.19922
2009,91351,canyon country,los angeles,7319.599609,47379.79688
2010,91351,canyon country,los angeles,43578.80078,90958.60156
2011,91351,canyon country,los angeles,74780.79688,165739.3906
2012,91351,canyon country,los angeles,204461.4063,370200.8125
2007,91354,valencia,los angeles,9555.700195,9555.700195
2008,91354,valencia,los angeles,30399.80078,39955.5
2009,91354,valencia,los angeles,75969.60156,115925.1016
2010,91354,valencia,los angeles,82577.79688,198502.9063
2011,91354,valencia,los angeles,182076.5,380579.4063
2012,91354,valencia,los angeles,384433.9063,765013.3125
2007,91355,valencia,los angeles,17423.19922,17423.19922
2008,91355,valencia,los angeles,14637.59961,32060.79883
2009,91355,valencia,los angeles,45377.10156,77437.89844
2010,91355,valencia,los angeles,39166.39844,116604.2969
2011,91355,valencia,los angeles,113455.3984,230059.7031
2012,91355,valencia,los angeles,228089.4063,458149.0938
2007,91360,thousand oaks,ventura,31145.40039,31145.40039
2008,91360,thousand oaks,ventura,81841.89844,112987.2969
2009,91360,thousand oaks,ventura,100143.2031,213130.5
2010,91360,thousand oaks,ventura,84634,297764.5
2011,91360,thousand oaks,ventura,235579.5938,533344.125
2012,91360,thousand oaks,ventura,389031.9063,922376
2007,91361,westlake village,ventura,13962.59961,13962.59961
2008,91361,westlake village,ventura,144310.4063,158273
2009,91361,westlake village,ventura,168942.7969,327215.8125
2010,91361,westlake village,ventura,116509.5,443725.3125
2011,91361,westlake village,ventura,103349,547074.3125
2012,91361,westlake village,ventura,200834.8906,747909.1875
2007,91362,thousand oaks,ventura,42234.19922,42234.19922
2008,91362,thousand oaks,ventura,65452.80078,107687
2009,91362,thousand oaks,ventura,96725.89844,204412.9063
2010,91362,thousand oaks,ventura,135897.4063,340310.3125
2011,91362,thousand oaks,ventura,249672.5938,589982.875
2012,91362,thousand oaks,ventura,412582.1875,1002565.063
2007,91364,woodland hills,los angeles,4228.200195,4228.200195
2008,91364,woodland hills,,,4228.200195
2009,91364,woodland hills,los angeles,7786.799805,12015
2010,91364,woodland hills,,,12015
2011,91364,woodland hills,los angeles,18647.19922,30662.19922
2012,91364,woodland hills,los angeles,11484,42146.19922
2007,91377,oak park,los angeles,7939.799805,7939.799805
2008,91377,oak park,los angeles,12328,20267.80078
2009,91377,oak park,los angeles,28031.79883,48299.59766
2010,91377,oak park,los angeles,23812.19922,72111.79688
2011,91377,oak park,los angeles,26670.39844,98782.19531
2012,91377,oak park,los angeles,249948,348730.1875
2007,91381,stevenson ranch,los angeles,39289.69922,39289.69922
2008,91381,stevenson ranch,los angeles,29106.80078,68396.5
2009,91381,stevenson ranch,los angeles,64460.5,132857
2010,91381,stevenson ranch,los angeles,68133.10156,200990.0938
2011,91381,stevenson ranch,los angeles,243318.9063,444309
2012,91381,stevenson ranch,los angeles,447543.8125,891852.8125
2007,91384,castaic,los angeles,16785,16785
2008,91384,castaic,los angeles,56348.80078,73133.79688
2009,91384,castaic,los angeles,81427.29688,154561.0938
2010,91384,castaic,los angeles,68662,223223.0938
2011,91384,castaic,los angeles,250054.7031,473277.8125
2012,91384,castaic,los angeles,740234,1213511.75
2007,91387,canyon country,los angeles,44732.39844,44732.39844
2008,91387,canyon country,los angeles,68980,113712.3984
2009,91387,canyon country,los angeles,120855.6016,234568
2010,91387,canyon country,los angeles,118175.1016,352743.0938
2011,91387,canyon country,los angeles,271338,624081.125
2012,91387,canyon country,los angeles,787788.125,1411869.25
2007,91390,santa clarita,los angeles,62305,62305
2008,91390,santa clarita,los angeles,84733.29688,147038.2969
2009,91390,santa clarita,los angeles,66774.70313,213813
2010,91390,santa clarita,los angeles,225089.4063,438902.4063
2011,91390,santa clarita,los angeles,298700.0938,737602.5
2012,91390,santa clarita,los angeles,781133.8125,1518736.25
2007,91701,rancho cucamonga,san bernardino,12025.7998,12025.7998
2008,91701,rancho cucamonga,san bernardino,36638.30078,48664.10156
2009,91701,rancho cucamonga,san bernardino,90524.29688,139188.3906
2010,91701,rancho cucamonga,san bernardino,157919.7031,297108.0938
2011,91701,rancho cucamonga,san bernardino,193985.5,491093.5938
2012,91701,rancho cucamonga,san bernardino,469591.5938,960685.1875
2007,91702,azusa,los angeles,7604.100098,7604.100098
2008,91702,azusa,,,7604.100098
2009,91702,azusa,,,7604.100098
2010,91702,azusa,,,7604.100098
2011,91702,azusa,los angeles,22408.40039,30012.5
2012,91702,azusa,los angeles,7716.099609,37728.60156
2009,91706,baldwin park,los angeles,11925.09961,11925.09961
2010,91706,baldwin park,los angeles,7008.799805,18933.89844
2011,91706,baldwin park,los angeles,7563,26496.89844
2012,91706,baldwin park,los angeles,32919.69922,59416.59766
2009,91708,chino,san bernardino,2667,2667
2010,91708,chino,,,2667
2011,91708,chino,san bernardino,7618.400391,10285.40039
2012,91708,chino,san bernardino,30296.59961,40582
2007,91709,chino hills,san bernardino,12184.40039,12184.40039
2008,91709,chino hills,san bernardino,35724,47908.39844
2009,91709,chino hills,san bernardino,76775.29688,124683.6953
2010,91709,chino hills,san bernardino,287005.4063,411689.0938
2011,91709,chino hills,san bernardino,422873.4063,834562.5
2012,91709,chino hills,san bernardino,378622.3125,1213184.875
2007,91710,chino,san bernardino,27302.59961,27302.59961
2008,91710,chino,san bernardino,34786.80078,62089.39844
2009,91710,chino,san bernardino,87664.89844,149754.2969
2010,91710,chino,san bernardino,147827.5,297581.8125
2011,91710,chino,san bernardino,205252.4063,502834.2188
2012,91710,chino,san bernardino,322009,824843.1875
2007,91711,claremont,los angeles,37172.39844,37172.39844
2008,91711,claremont,los angeles,36074,73246.39844
2009,91711,claremont,los angeles,245558.7031,318805.0938
2010,91711,claremont,los angeles,233219,552024.125
2011,91711,claremont,los angeles,274929.3125,826953.4375
2012,91711,claremont,los angeles,348580.0938,1175533.5
2010,91714,city of industry,los angeles,2050,2050
2008,91722,covina,los angeles,5968.200195,5968.200195
2009,91722,covina,los angeles,10911,16879.19922
2010,91722,covina,los angeles,15815.90039,32695.10156
2011,91722,covina,los angeles,20561.40039,53256.5
2012,91722,covina,los angeles,72365.89844,125622.3984
2009,91723,covina,los angeles,6765,6765
2010,91723,covina,los angeles,15009.59961,21774.59961
2011,91723,covina,los angeles,17807.40039,39582
2012,91723,covina,los angeles,50060.30078,89642.29688
2007,91724,covina,los angeles,5009,5009
2008,91724,covina,los angeles,15685.40039,20694.40039
2009,91724,covina,los angeles,52003.60156,72698
2010,91724,covina,los angeles,49444.39844,122142.3984
2011,91724,covina,los angeles,90350.19531,212492.5938
2012,91724,covina,los angeles,179381.7969,391874.4063
2011,91729,rancho cucamonga,san bernardino,7437.600098,7437.600098
2008,91730,rancho cucamonga,san bernardino,10063.39941,10063.39941
2009,91730,rancho cucamonga,san bernardino,27855.59961,37919
2010,91730,rancho cucamonga,san bernardino,49440.60156,87359.60156
2011,91730,rancho cucamonga,san bernardino,45042.19922,132401.7969
2012,91730,rancho cucamonga,san bernardino,88059.39844,220461.2031
2008,91731,el monte,los angeles,1983,1983
2009,91731,el monte,,,1983
2010,91731,el monte,los angeles,5449.400391,7432.400391
2011,91731,el monte,los angeles,2623.400146,10055.80078
2012,91731,el monte,los angeles,27779,37834.80078
2008,91732,el monte,los angeles,5529.600098,5529.600098
2009,91732,el monte,los angeles,11218,16747.59961
2010,91732,el monte,los angeles,10423.2998,27170.90039
2011,91732,el monte,los angeles,3052,30222.90039
2012,91732,el monte,los angeles,60018.89844,90241.79688
2007,91733,south el monte,los angeles,2128.5,2128.5
2008,91733,south el monte,,,2128.5
2009,91733,south el monte,,,2128.5
2010,91733,south el monte,los angeles,3952,6080.5
2011,91733,south el monte,los angeles,5064,11144.5
2012,91733,south el monte,los angeles,12189.80078,23334.30078
2007,91737,rancho cucamonga,san bernardino,9717,9717
2008,91737,rancho cucamonga,san bernardino,49902.80078,59619.80078
2009,91737,rancho cucamonga,san bernardino,66526.39844,126146.2031
2010,91737,rancho cucamonga,san bernardino,104386.1016,230532.2969
2011,91737,rancho cucamonga,san bernardino,224974.9063,455507.2188
2012,91737,rancho cucamonga,san bernardino,522484.8125,977992
2007,91739,rancho cucamonga,san bernardino,42940.60156,42940.60156
2008,91739,rancho cucamonga,san bernardino,14695.59961,57636.20313
2009,91739,rancho cucamonga,san bernardino,72738.20313,130374.4063
2010,91739,rancho cucamonga,san bernardino,122964.2031,253338.6094
2011,91739,rancho cucamonga,san bernardino,399592.3125,652930.9375
2012,91739,rancho cucamonga,san bernardino,526718.375,1179649.25
